Num?ro;Ville;Site;Usage;Superficie;Cout_m2;COUT;Taxe_Jouissance;Type_option;Date vente;Date fin contrat;attestation etablie;plan etablie;Presence ONEA;Presence SONABEL
620;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE ANGLE 1 BITUME;450;47000;21150000;500;COMPTANT;02/10/2018;31/07/2022;NON;NON;OUI;OUI
621;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;462;45000;20790000;500;ACOMPTE 50%;21/10/2022;30/09/2023;NON;NON;OUI;OUI
622;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;462;45000;20790000;500;ACOMPTE 50%;09/09/2019;31/12/2023;NON;NON;OUI;OUI
623;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;462;45000;20790000;500;ACOMPTE 50%;11/05/2021;31/07/2022;NON;NON;OUI;OUI
624;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;463;45000;20835000;500;COMPTANT;13/12/2018;31/07/2022;NON;NON;OUI;OUI
625;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMUNAUTAIRE;5924;12000;71088000;100;ACOMPTE 50%;10/06/2021;30/12/2022;NON;NON;OUI;OUI
626;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION;280;37000;10360000;250;ACOMPTE 30%;11/05/2021;31/07/2022;NON;NON;OUI;OUI
627;OUAGADOUGOU;OUAGA 2000 - SITE AA;STATION SERVICE;1794;60000;107640000;300;ACOMPTE 50%;02/12/2020;31/07/2022;NON;NON;OUI;OUI
628;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMUNAUTAIRE;5777;3000;17331000;100;ACOMPTE 50%;10/06/2021;31/07/2022;NON;NON;OUI;OUI
629;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE ANGLE 1 BITUME;450;47000;21150000;500;COMPTANT;02/10/2018;31/07/2022;NON;NON;OUI;OUI
630;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;463;45000;20835000;500;ACOMPTE 50%;15/11/2018;31/07/2022;OUI;NON;OUI;OUI
631;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;462;45000;20790000;500;ACOMPTE 50%;19/08/2022;31/10/2022;NON;OUI;OUI;OUI
632;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;463;45000;20835000;500;ACOMPTE 50%;13/12/2018;30/12/2022;OUI;NON;OUI;OUI
633;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;462;45000;20790000;500;ACOMPTE 50%;02/11/2022;15/12/2022;NON;NON;OUI;OUI
634;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;462;45000;20790000;500;ACOMPTE 50%;22/11/2019;31/07/2022;NON;NON;OUI;OUI
635;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMUNAUTAIRE;9566;12000;114792000;100;ACOMPTE 50%;27/07/2022;31/10/2022;NON;OUI;OUI;OUI
636;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;463;45000;20835000;500;ACOMPTE 50%;09/09/2019;31/07/2022;NON;OUI;OUI;OUI
637;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;462;45000;20790000;500;ACOMPTE 50%;09/09/2019;31/07/2022;OUI;OUI;OUI;OUI
638;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;462;45000;20790000;500;ACOMPTE 50%;21/10/2022;15/12/2022;NON;NON;OUI;OUI
639;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE  A L'ANGLE;463;45000;20835000;500;ACOMPTE 50%;17/07/2019;31/07/2022;NON;NON;OUI;OUI
640;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE ANGLE 1 BITUME;475;47000;22325000;500;ACOMPTE 50%;17/07/2019;31/07/2022;NON;NON;OUI;OUI
641;OUAGADOUGOU;SECTEUR 16 OUAGA;HABITATION;396;6000;2376000;500;ACOMPTE 30%;29/10/2019;30/12/2022;NON;NON;OUI;OUI
642;OUAGADOUGOU;SILMIOUGOU;HABITATION;365;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
643;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
644;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
645;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
646;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
647;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
648;OUAGADOUGOU;SILMIOUGOU;HABITATION;314;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
649;OUAGADOUGOU;SILMIOUGOU;HABITATION;432;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
650;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
651;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
652;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
653;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
654;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
655;OUAGADOUGOU;SILMIOUGOU;HABITATION;361;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
656;OUAGADOUGOU;SILMIOUGOU;HABITATION;427;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
657;OUAGADOUGOU;SILMIOUGOU;HABITATION;282;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
658;OUAGADOUGOU;SILMIOUGOU;HABITATION;224;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
659;OUAGADOUGOU;SILMIOUGOU;HABITATION;245;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
660;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
661;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
662;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
663;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
664;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
665;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
666;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
667;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
668;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
669;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
670;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
671;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
672;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
673;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
674;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
675;OUAGADOUGOU;SILMIOUGOU;HABITATION;480;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
676;OUAGADOUGOU;SILMIOUGOU;HABITATION;456;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
677;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
678;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
679;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
680;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
681;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
682;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
683;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
684;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
685;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
686;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
687;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
688;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
689;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
690;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
691;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
692;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
693;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
694;OUAGADOUGOU;SILMIOUGOU;HABITATION;342;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
695;OUAGADOUGOU;SILMIOUGOU;HABITATION;339;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
696;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
697;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
698;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
699;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
700;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
701;OUAGADOUGOU;SILMIOUGOU;HABITATION;432;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
702;OUAGADOUGOU;SILMIOUGOU;HABITATION;343;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
703;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
704;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
705;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
706;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
707;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
708;OUAGADOUGOU;SILMIOUGOU;HABITATION;356;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
709;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
710;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
711;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
712;OUAGADOUGOU;SILMIOUGOU;HABITATION;219;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
713;OUAGADOUGOU;SILMIOUGOU;HABITATION;394;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
714;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
715;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
716;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
717;OUAGADOUGOU;SILMIOUGOU;HABITATION;267;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
718;OUAGADOUGOU;SILMIOUGOU;HABITATION;468;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
719;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
720;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
721;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
722;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
723;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
724;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
725;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
726;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
727;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
728;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
729;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
730;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
731;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
732;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
733;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
734;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
735;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
736;OUAGADOUGOU;SILMIOUGOU;HABITATION;263;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
737;OUAGADOUGOU;SILMIOUGOU;HABITATION;537;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
738;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
739;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
740;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
741;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
742;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
743;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
744;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
745;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
746;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
747;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
748;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
749;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
750;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
751;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
752;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
753;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
754;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
755;OUAGADOUGOU;SILMIOUGOU;HABITATION;329;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
756;OUAGADOUGOU;SILMIOUGOU;HABITATION;432;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
757;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
758;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
759;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
760;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
761;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
762;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
763;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
764;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
765;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
766;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
767;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
768;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
769;OUAGADOUGOU;SILMIOUGOU;HABITATION;276;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
770;OUAGADOUGOU;SILMIOUGOU;HABITATION;452;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
771;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
772;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
773;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
774;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
775;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
776;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
777;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
778;OUAGADOUGOU;SILMIOUGOU;HABITATION;250;0;0;0;ACOMPTE 30%;07/01/2022;07/01/2022;NON DEFINI;NON DEFINI;OUI;OUI
